x-tsne,y-tsne,z-tsne,sample_index
-1.1883620023727417,4.267492771148682,-2.3348827362060547,25473
-1.9145032167434692,0.17037992179393768,-3.984804630279541,3824
-2.313795328140259,3.9443700313568115,-1.7710232734680176,22335
-5.690910816192627,0.5526090264320374,0.32837003469467163,27345
2.2011399269104004,-0.24802598357200623,-2.66599702835083,13277
-4.336226940155029,1.838428258895874,-3.0450527667999268,2158
-0.26193538308143616,-2.675142526626587,-2.9895894527435303,25418
-2.1356208324432373,3.8369390964508057,-1.5829685926437378,6448
0.9333653450012207,1.1985111236572266,-1.4147047996520996,22134
3.1549508571624756,-0.3091019093990326,-2.019042491912842,17108
-1.7845767736434937,-2.465564489364624,1.3679721355438232,12260
-4.184417724609375,0.262654185295105,0.35249558091163635,18031
5.367630958557129,-2.9213273525238037,1.114568829536438,12075
2.776334524154663,1.5033676624298096,-0.6244052052497864,10230
-5.414364814758301,3.4907803535461426,-1.6431422233581543,31431
-3.566540241241455,0.06968323886394501,-0.5592107176780701,6009
-3.296278476715088,-3.149980068206787,-2.462815046310425,38735
-0.9359384179115295,-1.0103927850723267,4.618797779083252,5694
-4.039324760437012,-0.7759291529655457,1.8406615257263184,15586
1.6573899984359741,-1.0913419723510742,-0.1830296367406845,21683
4.8241777420043945,2.6634175777435303,-1.6605618000030518,8019
6.3924031257629395,1.4362895488739014,-2.760636329650879,2102
5.791712760925293,-0.7446566224098206,-0.732149064540863,19827
4.859451770782471,2.7096450328826904,-2.194876194000244,9065
-3.939969778060913,0.7397105693817139,1.0866247415542603,32777
-1.899810552597046,2.8457486629486084,2.6046340465545654,18906
5.942042827606201,0.20211127400398254,0.814654529094696,15164
-1.8526870012283325,3.1771581172943115,1.4762951135635376,22224
-3.52251935005188,-3.1765215396881104,-0.4560975432395935,990
1.800102710723877,0.08193094283342361,0.6425522565841675,15460
-1.7377139329910278,0.23550008237361908,-4.459924221038818,466
-1.8637421131134033,-1.5554592609405518,2.797454833984375,10502
2.6042466163635254,-2.061549186706543,-2.164022445678711,12359
-1.982287049293518,0.1891033947467804,5.525270462036133,36630
1.6493922472000122,3.015061616897583,-0.8364280462265015,5687
2.654465913772583,-2.9931325912475586,3.1875417232513428,38615
0.7290457487106323,-0.537939190864563,-3.4562110900878906,12414
-2.8440418243408203,-1.456836462020874,5.635529518127441,35360
-0.4030536413192749,-1.6680362224578857,-3.6507973670959473,12775
1.8378673791885376,3.9519577026367188,-3.6190335750579834,3503
-0.498538076877594,-0.9245722889900208,-1.840251088142395,8440
-0.5018119812011719,3.2043557167053223,-2.3007309436798096,17486
0.22986814379692078,2.8103182315826416,1.080735683441162,10611
1.2750033140182495,-0.9612417817115784,0.8716568946838379,34100
-1.8188982009887695,-0.5860267281532288,5.956220626831055,37385
4.007814884185791,1.478747844696045,0.6520596742630005,5435
-4.820891380310059,1.8891669511795044,-0.12602576613426208,23929
3.0779616832733154,-0.3545326888561249,2.9287376403808594,31855
0.08298691362142563,-2.903860330581665,-2.756559133529663,14800
-4.119750499725342,1.491621971130371,-2.6748931407928467,2995
1.0720524787902832,-0.3620990514755249,-4.114981651306152,23181
-2.325664758682251,1.8472131490707397,-1.7257940769195557,6603
-4.471475124359131,-1.2053542137145996,-4.131966590881348,36368
2.6302292346954346,0.5224626064300537,2.865126371383667,25752
-2.2275073528289795,-1.4544445276260376,6.228738307952881,31898
-0.9611655473709106,2.9489405155181885,-0.5335602164268494,32959
-5.205248832702637,-1.292561650276184,3.1434197425842285,36393
-5.646566390991211,1.5008841753005981,0.165522962808609,15740
0.8282107710838318,1.2345359325408936,2.6514272689819336,8245
-5.726729869842529,-1.2194570302963257,1.6109298467636108,14899
2.3923702239990234,-1.6178717613220215,-0.5919052362442017,12314
-1.274196982383728,4.038535118103027,-2.0542826652526855,18968
6.729241847991943,1.8478221893310547,-1.69733464717865,9765
-1.865873098373413,-2.7070255279541016,3.972769260406494,37649
2.6114511489868164,-1.2346241474151611,1.3585546016693115,9810
-0.047680601477622986,-1.2879718542099,0.31036004424095154,30167
-1.5074690580368042,0.7240409851074219,-2.2712044715881348,18178
7.62025785446167,0.023755276575684547,-0.4555128812789917,33401
-2.073899030685425,-3.6019372940063477,3.463092803955078,28832
-5.014074325561523,-0.7364423871040344,3.1795709133148193,19929
-1.025079369544983,-3.3515422344207764,-0.8357770442962646,34264
-4.928029537200928,-1.0628541707992554,-3.7046172618865967,31927
-1.8025832176208496,-1.1118377447128296,6.33516788482666,32488
-1.3015034198760986,0.2900427281856537,0.3390618860721588,29950
3.5680930614471436,-1.338284969329834,1.767087697982788,28556
2.461386203765869,1.2645652294158936,-4.960273265838623,625
3.4964122772216797,0.2249053567647934,-2.557159423828125,10540
4.005600929260254,1.71661376953125,-1.956762433052063,37342
0.3469647765159607,-2.338103771209717,-2.1691365242004395,18451
1.470326542854309,2.6136393547058105,1.9961645603179932,32253
5.952592372894287,1.134965419769287,-0.6288843750953674,24417
-0.11664262413978577,3.171168327331543,-2.631758451461792,34537
0.6011592745780945,0.8672860860824585,-3.8917315006256104,7976
-2.4619381427764893,4.034052848815918,0.21112628281116486,13044
-4.411822319030762,-0.7764121294021606,2.1087522506713867,7681
0.2129957377910614,1.2449253797531128,-5.096194744110107,336
-2.6089417934417725,-0.2103925347328186,0.2085564285516739,23798
1.2904924154281616,-0.02737654373049736,-3.560737133026123,18458
-5.82348108291626,1.1257426738739014,0.4261716306209564,13577
0.2907503843307495,0.5279970169067383,4.3633294105529785,19510
2.462139844894409,-1.9468507766723633,-2.0906903743743896,30939
-1.538240671157837,-0.6651806235313416,0.2603779733181,7248
-0.17829109728336334,0.5246841907501221,0.32588160037994385,33580
-0.5211288332939148,0.15392309427261353,-2.3063623905181885,13114
2.0670716762542725,2.083998680114746,0.8774957060813904,35580
-2.443023681640625,4.079895973205566,-0.18474821746349335,15264
-4.670873165130615,-1.2494826316833496,-3.641482353210449,33335
-5.715199947357178,-0.8571227788925171,2.295050859451294,6648
-1.6473249197006226,-2.032320737838745,4.338749408721924,22252
0.8438277840614319,-3.8824892044067383,1.916654348373413,6438
-0.8381404876708984,0.20687207579612732,-1.8845926523208618,19586
5.658696174621582,0.824041485786438,1.3928712606430054,13140
-3.5655674934387207,-3.315373420715332,-0.547840416431427,213
1.5603234767913818,-1.3858839273452759,1.128574013710022,36158
1.5161765813827515,1.474362850189209,-2.114943265914917,3445
-2.3543291091918945,4.587973594665527,-0.7269659042358398,23189
-1.0364547967910767,-1.2859150171279907,0.5456863045692444,8209
-2.5999844074249268,-1.6552726030349731,6.150332450866699,37415
1.305113434791565,5.619238376617432,-1.2623238563537598,35651
0.4141394793987274,-1.712181568145752,2.7766246795654297,21244
-0.9494155645370483,4.523024559020996,0.8914570808410645,34278
-2.280931234359741,0.6195061802864075,-4.847253799438477,1893
-0.518940269947052,-1.4403456449508667,2.8363397121429443,38970
-1.0189471244812012,-1.4423502683639526,1.6073496341705322,4743
2.509415626525879,-1.5268974304199219,-2.3583388328552246,4293
-0.33594900369644165,-2.160935163497925,2.8066914081573486,33226
-1.9651588201522827,-0.7091822028160095,2.338672399520874,15380
5.188374042510986,2.6039087772369385,-2.2517130374908447,5949
4.561564922332764,-0.6056411862373352,-0.3362601399421692,23845
0.5598934292793274,1.9421837329864502,-0.814378023147583,22863
0.9177318811416626,-3.2098166942596436,1.998447060585022,29476
0.39508768916130066,-3.1086409091949463,-2.5556700229644775,16993
2.0056750774383545,0.004444766789674759,3.31282639503479,18209
-1.7499064207077026,-0.4901820421218872,1.0991630554199219,33513
